title,permalink,content,date
"La física que rodea a Oliver y Benji",http://resistancefutile.com/2006/07/17/la-fisica-que-rodea-a-oliver-y-benji/,"<a href=""http://fisica.urbenalia.com/humor/oliver/?selact=12""><img style=""display:block; margin:0px auto 10px; text-align:center;cursor:pointer; cursor:hand;"" src=""http://photos1.blogger.com/blogger/6639/1972/1600/big_banner_supercampeones.jpg"" border=""0"" alt="""" /></a>No ha habido ninguna vez que rememorando viejas series de animación con los colegas, no entre en escena la mítica Campeones (conocida popularmente por ""Oliver y Benji"") y la gente no se ponga a discutir los topicazos de la serie: que si el campo era curvo, que si se estaban 3 capítulos para chutar a puerta, que sí la pelota rompía la red y se pegaba a la pared... e inevitablemente alguien siempre nos dice que hay una web en la que calculan físicamente esos parámetros y calculan la longitud del campo ayudándose de la curvatura de la Tierra y demás. 

Esa web, en contra de lo que creía NO es un mito, existe bajo <a href=""http://fisica.urbenalia.com/humor/oliver/?selact=12"">este enlace</a>... me he quedado sin palabras, juzgad vosotros mismos.

(Vía <a href=""http://www.emezeta.com/articulos/la-fisica-de-oliver-y-benji"">Emezeta</a>)",20060717
"Ryu vs DuckHunt",http://resistancefutile.com/2006/07/17/ryu-vs-duckhunt/,"El vídeo que os pongo a continuación muestra una colorida variación del mítico <a href=""http://en.wikipedia.org/wiki/Duck_Hunt"">Duck Hunt</a> para NES liderado por Ryu uno de los más populares personajes de <a href=""http://en.wikipedia.org/wiki/Street_Fighter"">Street Fighter</a>. No tiene desperdicio.

<object width=""425"" height=""350""><param name=""movie"" value=""http://www.youtube.com/v/yv8hxvpAJOk""></param><embed src=""http://www.youtube.com/v/yv8hxvpAJOk"" type=""application/x-shockwave-flash"" width=""425"" height=""350""></embed></object>

Parece ser que de Duck Hunt habrá una <a href=""http://en.wikipedia.org/wiki/Duck_Hunt_Wii"">versión para Wii</a> :P

(Vía <a href=""http://www.therror.com/blog/10000101110/ryu_vs_duck_hunt"">theerror</a>)",20060717
"El Space Invaders humano",http://resistancefutile.com/2006/07/18/el-space-invaders-humano/,"Qué pasa si juntas un puñado de geeks en un auditorio con una cámara y mucho tiempo libre? Suceden cosas imprevistas, como por ejemplo que se organizen para representar el  mítico Space Invaders del que os pongo el vídeo siguiente a continuación o bien el también geekeril <a href=""http://www.youtube.com/watch?v=xVUdvGA0I2w"">Pong</a>.

<object width=""425"" height=""350""><param name=""movie"" value=""http://www.youtube.com/v/Dvvc-HWMkOU""></param><embed src=""http://www.youtube.com/v/Dvvc-HWMkOU"" type=""application/x-shockwave-flash"" width=""425"" height=""350""></embed></object>

(Vía <a href=""http://www.techeblog.com/index.php/tech-gadget/video-human-space-invaderspong"">TechEblog</a>)",20060718
"When you're alone and life is making you lonely
Yo...",http://resistancefutile.com/2006/07/18/when-youre-alone-and-life-is-making-you-lonelyyo/,"<p class=""chorus"">When you're alone and life is making you lonely
You can always go - downtown</p><p align=""right""><a href=""http://www.seeklyrics.com/lyrics/Frank-Sinatra/Downtown.html"">DownTown</a>, de Tony Hatch interpretada por Frank Sinatra es una canción brutal</p>",20060718
"Mañana es el World Jump Day",http://resistancefutile.com/2006/07/19/manana-es-el-world-jump-day/,"<a href=""http://www.worldjumpday.org/""><img style=""display:block; margin:0px auto 10px; text-align:center;cursor:pointer; cursor:hand;"" src=""http://photos1.blogger.com/blogger/6639/1972/320/Imagen%201.7.png"" border=""0"" alt="""" /></a>
Mañana día 20 de julio del 2006, a las 13:39:13 hora peninsular se celebra el Gran Salto, el <a href=""http://www.worldjumpday.org/"">WorldJumpday</a> que llevará a todos los que quieran juntarse para saltar de forma sincronizada a esa hora y así si somos muchos pues la Tierramoverásuórbitayhabrágolosinasparatodosy.... para el carro chato. Se ve que es un hoax, un engaño, un fake llevado a cabo por un artista alemán, podéis ver todo lujo de detalles en <a href=""http://www.clavedetom.com/?p=202"">este post</a>.

Pero me da lo mismo, yo voy a saltar a esa hora, ¿por qué? Por que sí, por que fue bonito mientras duró, juntar la mayor cantidad de gente posible para hacer una misma acción (un salto) y así ir todos a una para hacer un mundo mejor (que según parece, es imposible nada de lo que se propone por mucha gente que esté saltando). Me parece una iniciativa loable, yo saltaré.

(Vía <a href=""http://solo.infames.org/manana-es-el-world-jump-day/"">Solo otro bog infame</a>)",20060719
"Retrospectiva hacia 1981",http://resistancefutile.com/2006/07/21/retrospectiva-hacia-1981/,"Aquí todo el mundo tira de vídeos que salen en el recopilatorio de los <a href=""http://news.com.com/2300-1026_3-6095928-1.html?tag=ne.gall.pg"">10 vídeos que todo ""techie"" debería ver</a>, propuestos por C|Net News.

A mí particularmente el que más me ha emocionado es éste que os posteo a continuación: ¿el ordenador personal tiene futuro? los expertos dicen que sí, veremos si tienen razón... y vaya si lo hemos visto y lo estamos viendo! Y sí, vale también me gustó la aparición de un jovencísimo Steve Jobs diciendo que el ordenador te invita a aprender a usarlo, qué grande eres tito Esteban!

<object width=""425"" height=""350""><param name=""movie"" value=""http://www.youtube.com/v/PkKwV7i6Vx0""></param><embed src=""http://www.youtube.com/v/PkKwV7i6Vx0"" type=""application/x-shockwave-flash"" width=""425"" height=""350""></embed></object>

(Vía <a href=""http://digg.com/tech_news/Ten_tech-related_YouTube_clips_you_shouldn_t_miss"">digg</a>)",20060720
"Los Klingon prefieren Windows",http://resistancefutile.com/2006/07/21/los-klingon-prefieren-windows/,"En <a href=""http://es.appleweblog.com"">Appleweblog</a> tenemos un espacio dónde se muestra el último <a href=""http://www.geekculture.com/joyoftech/index.html"">Joy of Tech</a>, que muestra siempre un cómic en clave de humor sobre el mundo Mac, los maqueros, rumores Apple, etc. Siempre es muy bueno y bastante geek, pero el de esta semana vale una mención especial. Ahí va:
<a href=""http://www.geekculture.com/joyoftech/index.html""><img style=""display:block; margin:0px auto 10px; text-align:center;cursor:pointer; cursor:hand;"" src=""http://photos1.blogger.com/blogger/6639/1972/1600/846c.jpg"" border=""0"" alt="""" /></a>",20060721
"Cowabungaaaaa! Vuelven las TMNT!",http://resistancefutile.com/2006/07/22/cowabungaaaaa-vuelven-las-tmnt/,"Parece ser que en el 2007, los fans de las míticas tortugas ninja (qué recuerdos de mi niñez, sniff) podremos deleitarnos con una nueva película, atención, totalmente recreada por ordenador y que se estrenará si Dios quiere el 30 de Marzo del 2007.

Las tortugas tendrán <a href=""http://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles_(Mirage_comics)"">el look original</a> de Mirage comics, y para qué entretenernos con florituras, vamos a ver el teaser!

<object width=""425"" height=""350""><param name=""movie"" value=""http://www.youtube.com/v/JwcH1RliBZ8""></param><embed src=""http://www.youtube.com/v/JwcH1RliBZ8"" type=""application/x-shockwave-flash"" width=""425"" height=""350""></embed></object>

También está en desarrollo el videojuego de rigor, pero desarrollado por Ubisoft! sí sí de los creadores de las recientes ediciones de Prince of Persia, <a href=""http://www.youtube.com/watch?v=uAArd_6Ohbc"">el vídeo</a> en este caso sólo os lo enlazo, pero es impresionante también.

(Vía <a href=""http://www.techeblog.com/index.php/tech-gadget/first-look-ubisofts-tmnt-game"">TechEblog</a> y <a href=""http://geeksaresexy.blogspot.com/2006/07/cowabunga-dudes.html"">Geeks Are Sexy</a>)

<strong>Actualización</strong>: Lo lamento, pero me veo obligado a cerrar los comentarios de este post porque llevo meses borrando spam que se le cuela al amigo akismet.",20060722
"Mecanismo de Autodestrucción",http://resistancefutile.com/2006/07/23/mecanismo-de-autodestruccion/,"<a href=""http://www.geekstuff4u.com/product_info.php?manufacturers_id=&products_id=404""><img style=""float:right; margin:0 0 10px 10px;cursor:pointer; cursor:hand;"" src=""http://photos1.blogger.com/blogger/6639/1972/320/selfdestruct.jpg"" border=""0"" alt="""" /></a>Aquí os presento un gadget de lo más divertido, un botón de autodestrucción por USB, permite configurar la acción que se va a hacer con el botón y sirve además de orginal HUB USB de 4 puertos. Ideal para esos cuelgues inesperados de Windows, es para decirle al sistema: ¡Muere Bellaco! Seguro que el tipo que lo patentó se dijo: voy a hacer un gadget que destruya por completo el ordenador, para que pueda quedarme a gusto... Pero claro un gadget así hubiera tenido un éxito notable y habría sido un problema en general, imaginaos cientos de ordenadores explotando al unísono (sonido de explosiones) muchos PCs al garete, Intel y los principales fabricantes de componentes saturados con tanto ordenador de reemplazo que haría falta construir, la espiral de violencia contra estas máquinas las llevaría a levantarse en armas y revelarse contra la naturaleza humana, surgiría <a href=""http://es.wikipedia.org/wiki/Skynet"">Skynet</a> y de pronto pensar en <a href=""http://es.wikipedia.org/wiki/Terminator"">Terminator</a> no sería tan descabellado, y todo por que Windows se cuelga demasiado, seamos comprensivos joder! Y al final se dijo, bueno, pues que el usuario escooojaaaa vaaaaa, e hizo el botón configurable y luego le agregó unos puertos USB a modo de tapadera, suerte que aquí estoy yo para contaros lo que realmente pasó.

<span style=""font-weight:bold;"">Nota</span>: Sí, como se puede ver en el post, estoy muy mal de la cabeza y mi paranoia se desboca normalmente al ver gadgets como éste que son tan raros y geeks.",20060723
"...me desperté con resaca
y ese no es un nombre de...",http://resistancefutile.com/2006/07/23/me-desperte-con-resacay-ese-no-es-un-nombre-de/,"<p class=""chorus"">...me desperté con resaca
y ese no es un nombre de mujer</p><p align=""right""><a href=""http://www.letrascanciones.org/m-clan/sopa-fria/filosofia-barata.php?l=en"">Filosofía barata</a>, M-Clan</p>",20060723
"Vader Sessions",http://resistancefutile.com/2006/07/20/vader-sessions/,"Porque al final, oye Darth Vader era un bonachón, alguien se ha currado esta parodia (eso sí totalmente en inglés y a veces difícil de seguir) de las andanzas de protagonista de la Saga Star Wars. Dura 9 minutos porque son en realidad 3 episodios juntos de las llamadas Vader Sessions, pero vale la pena, sobre todo por el final que es así como un poco sorprendente.

<object width=""425"" height=""350""><param name=""movie"" value=""http://www.youtube.com/v/6A0rwG39Jzk""></param><embed src=""http://www.youtube.com/v/6A0rwG39Jzk"" type=""application/x-shockwave-flash"" width=""425"" height=""350""></embed></object>",20060720
"Video Parodia Pupurrí (y muy friki)",http://resistancefutile.com/2006/07/23/video-parodia-pupurri-y-muy-friki/,"Hace tiempo tenía entre mis enlaces a visitar una parodia juntando Star Trek y la pelí ""Los caballeros de la mesa cuadrada"" de Monty Phyton que leí en <a href=""http://www.ximac.net/ST322/archivos/los-caballeros-de-la-mesa-cuadrada-y-sus-locos-trekkies/"">Sector 32</a>, la cual no tiene desperdicio y podéis ver tranquilamente <a href=""http://www.youtube.com/watch?v=C0-OaAGXTx8"">aquí</a>.

Pero es que a través de ésa y el poder de You Tube me encuentro con otra que me ha hecho saltar las lágrimas de la risa, os la pongo a continuación pero veréis trozos de Star Trek, Steve Balmer, Bill Gates, Sean Conery, Monty Python... hilarante.

<object width=""425"" height=""350""><param name=""movie"" value=""http://www.youtube.com/v/qUgqCDhX_84""></param><embed src=""http://www.youtube.com/v/qUgqCDhX_84"" type=""application/x-shockwave-flash"" width=""425"" height=""350""></embed></object>

Atención al ordenador que sale en la peli, jeje eso me hará incluir el post en una categoría más :D",20060723
"Mehagustado/Nomehagustado [23/07/2006]",http://resistancefutile.com/2006/07/23/mehagustadonomehagustado-23072006/,"- <span style=""font-weight:bold;"">Mehagustado</span> volver a hacer de las mías en eBay y creo que haberme adueñado de <a href=""http://cgi.ebay.es/ws/eBayISAPI.dll?ViewItem&item=200008180562&ssPageName=ADME:B:EF:ES:2"">un iMac G3 por 86 euros</a>, a ver si todo concluye de forma correcta. Bueno el ordenador no es gran cosa, pero el precio es bastante reducido, además, así ganaré un poco de espacio en mi mesa, y sí, sé que la opinión de algunos será: eso está para chatarra, pero oye un capricho es un capricho ¿no?.

- <span style=""font-weight:bold;"">Nomehagustado</span> que petara mi PC del curro, con información importante dentro, si no puedo recuperarla, tendré que currar el doble esta semana. Además esta semana está complicadísima, estaré hasta los topes por ser la última antes de vacaciones.

- <span style=""font-weight:bold;"">Mehagustado</span> mucho la fiesta que nos montamos el sábado noche, hacía mucho tiempo que no me lo pasaba tan bien (y me bebía tanta cerveza :S).

- <span style=""font-weight:bold;"">Mehagustado</span> encontrar el DVD en oferta en el Fnac para la primera temporada de <a href=""http://spanish.imdb.com/title/tt0149460/"">Futurama</a>, hoy hemos visto un par de capítulos y es genial.

- <span style=""font-weight:bold;"">Mehagustado</span> mucho ir otra vez al restaurante <a href=""http://www.kibuka.com/"">Kibuka</a> de Barcelona, un restaurante japonés como ningún otro que haya probado y sobre todo, probar el cocktail ""white russian"" o ruso blanco, que es lo que toma ""El Nota"" (prota de ""<a href=""http://spanish.imdb.com/title/tt0118715/"">El gran Lebowski</a>"") durante toda la peli.

- <span style=""font-weight:bold;"">Nomehagustado</span> nada <a href=""http://www.minid.net/2006/07/14/chofer-parada-por-favor/"">el artículo</a> que publicó Diego en Mini-D, qué queréis que os diga, lo encunetro muy radical, muy purista, creo que la blogosfera evoluciona correctamente y que hay que buscar calidad en lo que escribes eso sí, pero decir que la publicidad pervierte lo que escribimos o la manera en como escribimos, pues oye no lo comparto en absoluto.",20060723
"Gnarls Barkley es un freak de Star Wars",http://resistancefutile.com/2006/07/24/gnarls-barkley-es-un-freak-de-star-wars/,"Seguimos con los vídeos geeks y con cachondeo, <span style=""font-style:italic;"">geekachondeo</span> (toma palabro) en estado puro, esta vez de la mano de Gnarls Barkley con ""Crazy"", una canción que está pegando bastante fuerte últimamente y que si véis íntegro el vídeo que os pongo a continuación, os gustará mucho más. Corresponde al último festival de los MTV Music Awards.

<object width=""425"" height=""350""><param name=""movie"" value=""http://www.youtube.com/v/VauzAMWMmYk""></param><embed src=""http://www.youtube.com/v/VauzAMWMmYk"" type=""application/x-shockwave-flash"" width=""425"" height=""350""></embed></object>

(Vía <a href=""http://www.ximac.net/ST322/archivos/lord-sith-gnarls-barkley-en-la-entrega-de-los-2006-mtv-movie-awards/"">Sector32</a>)",20060724
"OGO: el agua oxigenada que se bebe (y te clavan)",http://resistancefutile.com/2006/07/25/ogo-el-agua-oxigenada-que-se-bebe-y-te-clavan/,"<a href=""http://www.ogolife.com/""><img style=""float:right; margin:0 0 10px 10px;cursor:pointer; cursor:hand;"" src=""http://photos1.blogger.com/blogger/6639/1972/320/OGO.png"" border=""0"" alt="""" /></a>Hace unos días ví en uno de mis blogs de gadgets favoritos (<a href=""http://www.popgadget.net/2006/06/would_you_care_1.php#015892"">Popgadget</a>) una botella de agua un tanto especial: <a href=""http://www.ogolife.com/"">OGO</a>, una botella de agua con hasta un 35% más de oxígeno que una normal. Pensé, qué raro añadirle oxígeno al agua, me impactó quería hacer un post al respecto, pero entré en una de esas etapas que hay sobresaturación de posts que quiero postear y lo fuí dejando. Hasta hoy, que además debo añadirle un toque personal a la historia, resulta que el viernes pasado fui a comer al <a href=""http://maps.google.es/maps?f=l&hl=ca&q=Vips&near=Rambla+de+Catalunya,+2,+08007,+Barcelona,+Barcelona,+Catalu%C3%B1a,+Espa%C3%B1a&ie=UTF8&om=1&ll=41.392264,2.168598&spn=0.029298,0.058708"">Vips de Rambla Catalunya (Barcelona)</a> y allí me compré una botella de sparkling OGO... por el módico precio de <span style=""font-weight:bold;"">3.25 euros</span>, sí no me he equivocado, 3.25 putos leuros, pero es que la botella es tan coqueta... y lo ví en Popgadget! :S lo sé no hay excusa, no tengo remedio soy un consumista sin solución... pero es que al beberla uno le da la sensación de meterse en un RPG, o sea es como una poción, tiene la forma de poción y después que a uno lo sableen de esa forma yo creo que ya busca la manera de autosugestionarse pensando que le sube el maná :P

Más fotos del momento en que me bebí la poción oxigenada, en flickr, cortesía de <a href=""http://childrenatyourfeet.blogspot.com"">Lady Madonna</a> quién me acompañó durante mi ida de olla y me tomó <a href=""http://www.flickr.com/photos/lady-madonna/tags/ogo/"">unas bonitas fotos</a>.",20060725
"Foo Fighters a la Star Wars",http://resistancefutile.com/2006/07/28/foo-fighters-a-la-star-wars/,"Os presento uno de los muchos vídeos frikis que ido recopilando recientemente por YouTube y que voy desgranando paulatinamente. Este es sin duda uno de los mejores de la colección: videoclip de la magnífica canción <a href=""http://www.seeklyrics.com/lyrics/Foo-Fighters/DOA.html"">DOA</a> de los <a href=""http://es.wikipedia.org/wiki/Foo_Fighters"">Foo Fighters</a> (grupo del que soy un ferviente fan) reversionado con imágenes de un vídeojuego de Star Wars. Realmente supongo que formó parte de la campaña de promoción de dicho videojuego, tal como pasó con la canción <a href=""http://www.youtube.com/watch?v=aeNuHS5HZIs"">""Suffer Well"" de DepecheMode</a> (venga, otro grupo que adoro) y el videojuego de los Sims 2.

Sin más os dejo con el vídeo.

<object width=""425"" height=""350""><param name=""movie"" value=""http://www.youtube.com/v/-10zZ7s6W7w""></param><embed src=""http://www.youtube.com/v/-10zZ7s6W7w"" type=""application/x-shockwave-flash"" width=""425"" height=""350""></embed></object>

<p class=""chorus"">It's a shame we have to die my dear
No ones getting out of here, alive
This time</p>",20060727
"Necesito Vacaciones",http://resistancefutile.com/2006/07/28/necesito-vacaciones/,"<img style=""float:right; margin:0 0 10px 10px;"" src=""http://photos1.blogger.com/blogger/6639/1972/320/images.21.jpg"" border=""0"" alt="""" />Llevo una semana inmerso en un estrés extremo en el Mundo Real&trade;, tengo que acabar unos proyectos mañana o mañana, como no los cierre, malo, muy malo, seguramente tendré que atrasar las vacaciones y eso jode que no veas, ya me pasó el año pasado: es una espiral de violencia, llevas semana y media pensando, saboreando esos preciados y merecidos días de vacaciones en los que harás lo que tú quieras, sin presiones y sin agobio y cuándo los tienes al alcance de la mano, te jodes y pringas una semana más, espero que no, que la historia no se repita esta vez, para poder conservar esos ápices de cordura que aún me quedan entre mi abundante paranoia interior.

¡Diooooos, deseadme suerte!",20060727
"La Odisea G3 (II): Etapa II, contrarreloj de 30 metros entre el TRAM y el tren",http://resistancefutile.com/2006/07/29/la-odisea-g3-ii-etapa-ii-contrarreloj-de-30-metros-entre-el-tram-y-el-tren/,"En capítulos anteriores: <a href=""http://resistancefutile.blogspot.com/2006/07/la-odisea-g3-i-etapa-i-de-kn-al-tram.html"">Etapa I</a>
<img style=""float:right; margin:0 0 10px 10px;"" src=""http://photos1.blogger.com/blogger/6639/1972/320/iMac%20G3%20%282%29.png"" border=""0"" alt="""" />Después de finiquitar mi bocata de jamón york y de haber descansado un poquito, veo por la ventana del TRAM que a lo lejos se acerca el tren dirección Blanes (mi destino es Mataró, parada intermedia, dónde tengo aparcado el coche) y me dispongo a iniciar una contrarreloj de 30 metros bajándome del TRAM a toda leche, llegando al tren resoplando, y con las manos hechas trizas, los guiris me miraban con cara de ""estos españoles estan tarados"" y es que estos trenes van atestados de guiris que veranean en Calella, Blanes o Lloret por lo que ahí te han dao candela: no hay ínfma posibilidad de sentarte además que a veces tienes que oler los sobacos de un alemán semi-ebrio (es normal yo también estaría todo el día de fiesta) y que no se ducha (esto ya no es tan normal) si a todo esto el sumas que te has currado 30 metros con un iMac entre las manos que no sé cuánto pesará pero os juro que un huevo, pues ya ves el cuadro.",20060729
"Odisea G3 (III): Etapa final, deslomamiento completado",http://resistancefutile.com/2006/07/29/odisea-g3-iii-etapa-final-deslomamiento-completado/,"En capítulos anteriores: <a href=""http://resistancefutile.blogspot.com/2006/07/la-odisea-g3-i-etapa-i-de-kn-al-tram.html"">Etapa I</a>, <a href=""http://resistancefutile.blogspot.com/2006/07/la-odisea-g3-ii-etapa-ii-contrarreloj.html"">Etapa II</a>.
<img style=""display:block; margin:0px auto 10px; text-align:center;"" src=""http://photos1.blogger.com/blogger/6639/1972/320/iMac%20G3.png"" border=""0"" alt="""" />La etapa final y más dura se desarrolla entre la estación de tren de Mataró y el garaje  dónde aparco el coche para ir luego a mi casa en Sant Vicenç de Montalt, la distancia a cubrir en este caso no pasa de unos 150 metros largos, más que en la primera etapa pero sin llegar a 200 metros supongo. Bien lo de bajar por el paso subterráneo debajo las vías de tren OK, pero lo de subir es otra historia, no sabía como poner el ordenador, tuve que descansar a media escalera y me costó horrores salir de la estación, tenía los brazos con calambres y todo, sólo deseaba llegar a mi coche, dejar el iMac en el asiento de atràs y poner el aire acondicionado a todo gas, porque todo yo era una gota de sudor, estaba hecho polvo, de hecho, justo delante de la estación hay una parada de taxi y si no fuera por las 5 o seis personas esperando servicio os juro que habría parado uno y le hubiera dicho: si mire sé perfectamente dónde está pero lléveme a Avenida Recoder 4, que no puedo ni con mi alma, pero bueno desestimé la idea y proseguí mi ascenso hasta el garaje parando no sé si tantas veces como puntos hay marcados en la imagen que os adjunto... horroroso. Sobretodo que a nadie se le ocurra transportar un iMac G3 con su monitor CRT y todo en el coche de San Fernando, que tenga asa significa que se puede llevar bien 50 metros, más es una estupidez.",20060729
"La Odisea G3 (I): Etapa I, de KN al TRAM Besòs",http://resistancefutile.com/2006/07/29/la-odisea-g3-i-etapa-i-de-kn-al-tram-besos/,"En esta serie de 3 posts voy a cubrir lo que fue el transporte en el coche de san fernando de mi recientemente adquirido iMac G3 333MHz Lime, Tray-slot. Contacté con el vendedor de e-Bay ya que el tipo era de Tarragona (por cierto me dijo que tenía más macs que quería vender, me habló de 5 imacs g3 y varios powermac g4 doble procesador) cerca del trabajo y después de salir del trabajo inició la aventura que os relato en tres capítulos -tres posts- del que fue el transporte del bicho por la calle.

<img style=""display:block; margin:0px auto 10px; text-align:center;"" src=""http://photos1.blogger.com/blogger/6639/1972/1600/iMac%20G3%20%281%29.png"" border=""0"" alt="""" />

En esta primera etapa cubrimos la distancia entre KN la empresa donde trabajo situada en calle Álaba hasta coger el TRAM Besòs dirección estación de Sant Adrià del Besòs. Total unos 150 metros, 50 de los cuales en subida y bajo un sol de justicia. Estamos en el inicio del viaje, son las 15:50h aun no he comido nada desde el desayuno y bueno, cogiendo el ordenador por el asa, cuesta pero se puede llevar, hasta el incio de la subida donde hago un descansito y luego me lo subo al ombro e inicio el ascenso, joder, qué largo parece no acabarse nunca, llego deslomado arriba del todo, lo bajo para esperarme a cruzar la calle y llegar a la estación del TRAM. Me siento en el banco y me doy cuenta de que estoy muy cansado, que esto del transporte no va a ser fácil ni de broma.

Llega el TRAM (la peña mirándome con unos jetos impresionantes) y me subo, me siento y me como un bocata de jamón york deseando que el trayecto no acabe nunca.",20060729
"Y si George W. Bush fuera un Jedi?",http://resistancefutile.com/2006/07/31/y-si-george-w-bush-fuera-un-jedi/,"Seguimos con los vídeos frikis en plan Star Wars, ya os avisé que tenía más de un as en la manga y ahora os propongo una parodia divertida en plan Qué pasaria si...? En este caso, qué pasaria si George W. Bush adquiriera los poderes de un Jedi? Pues algo similar a esto... (en inglés pero se entiende completamente aunque tengas un nivel rollo ""Hi! I'm Muzzi"") visionarlo hasta el final, que es buenísimo.

<object width=""425"" height=""350""><param name=""movie"" value=""http://www.youtube.com/v/7PkPyhrkFFU""></param><embed src=""http://www.youtube.com/v/7PkPyhrkFFU"" type=""application/x-shockwave-flash"" width=""425"" height=""350""></embed></object>",20060730
"Mehagustado/Nomehagustado [31/07/2006]",http://resistancefutile.com/2006/07/31/mehagustadonomehagustado-31072006/,"Ayer se me pasó compeltamente el mehagustado/nomehagustado, pido perdón y lo edito seguidamente:

- <span style=""font-weight:bold;"">Mehagustado</span> poder empezar las vacaciones de forma correcta y sin presiones, creo que el trabajo está bastante ben hecho y quedaron satisfechos, eso me alegra y me da fuerzas para descansar estas 3 semanitas que tengo.

- <span style=""font-weight:bold;"">Mehagustado</span> mi nuevo juguetito, la verdad el iMac G3 es muy cuco, muy bonito, ya pondré alguna fotos que le hice ayer en flickr para que le podáis echar un ojo. Por cierto para actualizarlo <a href=""http://docs.info.apple.com/article.html?artnum=43012"">es muy jodido</a>.

- <span style=""font-weight:bold;"">Nomehagustado</span> para nada Mac OS 9, ni subsiguientes versiones, tengo instalada la 9.2.2, ejem, va mal, se cuelga, fruto también de los míseros 32 MB de RAM que tiene, como véis, Apple siempre ha sido rácana en este aspecto, sin embargo, ya me afiancé en <a href=""http://www.macsales.com/"">macsales</a> de un módulo de 256 MB que pondrá fin a los dos aspectos negativos, pues mejorará el rendimiento general y pienso instalarle Panther, un vez consiga hacer el upgrade, a ver que tal se porta.

- <span style=""font-weight:bold;"">Mehagustado</span> la peli <a href=""http://www.imdb.com/title/tt0421054/"">Domino</a>, aunque la estética videoclip fuera un poco cansina, el argumento, los giros, la historia en sí, están muy muy bien, la recomiendo.

- <span style=""font-weight:bold;"">Mehagustado</span> el comprar unos billetes para irme a Mallorca un par de días en Septiembre a ver un amigo mío (futuro padrazo) del erasmus (hicimos proyecto en la Philips en Aachen, Alemania). En este sentido a ver cuando compro otros para ir a Madrid a ver el SIMO y así reunirme con cierta fauna de personajillos que habitan en la capital, me vienen a la mente, <a href=""http://solo.infames.org"">Hugo</a>, <a href=""http://neokia.wordpress.com"">neok</a>, <a href=""http://www.thinkwasabi.com/"">Dr. Wasabi</a>, <a href=""http://www.proletarium.org"">Manu Contreras</a>, a ver si se apuntasen los <a href=""http://www.microsiervos.com"">Microsiervos</a> y más gente para hacer una megaquedada beer&blogs mítica... aparte de liarla en el SIMO está claro.

- <span style=""font-weight:bold;"">Nomehagustado</span> perderme la juerga con mis amigos del MundoReal&trade; por el Sur de España, que lástima que no haya podido ir con ellos esta semana... en fin, otro año (con más dinero) será, a ver si el año siguiente nos vamos al norte y puedo unirme a la fiesta.",20060731
"Huerfanos Electrónicos",http://resistancefutile.com/2006/07/31/huerfanos-electronicos/,"<a href=""http://www.huerfanoselectronicos.com/""><img style=""float:right; margin:0 0 10px 10px;cursor:pointer; cursor:hand;"" src=""http://photos1.blogger.com/blogger/6639/1972/320/HE.jpg"" border=""0"" alt="""" /></a>
De los creadores del fabuloso e hilarante <a href=""http://www.calicoelectronico.com/"">Cálico Electronico</a>, ahora aparece una nueva producción de estos cachondos mentales que tanto éxito tuvieron en su día y que leva por título <a href=""http://www.huerfanoselectronicos.com/"">Huérfanos Electrónicos</a>. El formato es el mismo, serie animada en flash repleta de sorpresas, gags y chistes con estilo propio. La historia se retoma en la desolada metropoli dónde a falta de Cálico se ha hecho un curioso cásting para reclutar a 5 héroes que formen un grupo para combatir el crimen y  de esta forma reemplazar al mítico Cálico.

Van por el segundo capítulo, que es bastante bueno, aunque creo que le falta un poco del punch original de la serie, he de reconocer que en este segundo capítulo la diversión y las carcajadas están aseguradas.",20060731
"iBar, ¡Camarero! ¡Una de algo psicodélico!",http://resistancefutile.com/2006/07/31/ibar-%c2%a1camarero-%c2%a1una-de-algo-psicodelico/,"Este <a href=""http://www.i-bar.ch/index.php?id=85"">iBar</a> es la monda, ved el vídeo que os pongo a continuación y juzgad vosotros mismos, dentro de poco en toda discoteca fancy que se precie, fashion, fashion... fashion.

<object width=""425"" height=""350""><param name=""movie"" value=""http://www.youtube.com/v/iaKehq6qsdY""></param><embed src=""http://www.youtube.com/v/iaKehq6qsdY"" type=""application/x-shockwave-flash"" width=""425"" height=""350""></embed></object>

Ya me estoy imaginando llegando allí al lugar más pijo de todos sentándome en esta barra y pidiendo un Whisky de malta, el más caro que tengan por favor, CON GASEOSA, tan sólo por joder y romper la estética del local y es que ése es mi sueño si nunca me toca la lotería, irme al Ritz y pedir unos huevos con chorizo y para beber, un Vega Sicília con gaseosa.

(Vía <a href=""http://digg.com/design/Perhaps_The_Coolest_Bar_Ever"">digg</a>)",20060731
